,d3mIndex,timestamp,value,ground_truth
155,155,2016-09-04 04:55:00,0.387651264884716,0
156,156,2016-09-04 05:00:00,0.3865345139053069,0
157,157,2016-09-04 05:05:00,0.38223192054823,0
158,158,2016-09-04 05:10:00,0.3737166943299725,0
159,159,2016-09-04 05:15:00,0.3829050732227525,0
160,160,2016-09-04 05:20:00,0.3698763117952617,0
161,161,2016-09-04 05:25:00,0.3758571337076988,0
162,162,2016-09-04 05:30:00,0.3802776063347893,0
163,163,2016-09-04 05:35:00,0.3706456291371228,0
164,164,2016-09-04 05:40:00,0.3602691512865167,0
165,165,2016-09-04 05:45:00,0.3663647503827209,0
166,166,2016-09-04 05:50:00,0.3622699967915541,0
167,167,2016-09-04 05:55:00,0.3633619310820416,0
168,168,2016-09-04 06:00:00,0.3493560125488812,0
169,169,2016-09-04 06:05:00,0.3407260091468566,0
170,170,2016-09-04 06:10:00,0.3592919941797964,0
171,171,2016-09-04 06:15:00,0.3604087451592055,0
172,172,2016-09-04 06:20:00,0.3485184493137989,0
173,173,2016-09-04 06:25:00,0.3541270208997664,0
174,174,2016-09-04 06:30:00,0.3503331696556014,0
175,175,2016-09-04 06:35:00,0.3434713553048334,0
176,176,2016-09-04 06:40:00,0.3510311390179949,0
177,177,2016-09-04 06:45:00,0.3448424773396478,0
178,178,2016-09-04 06:50:00,0.3598038383779041,0
179,179,2016-09-04 06:55:00,0.354778458970563,0
180,180,2016-09-04 07:00:00,0.3541022042108447,0
181,181,2016-09-04 07:05:00,0.3407477237484809,0
182,182,2016-09-04 07:10:00,0.3517291083803883,0
183,183,2016-09-04 07:15:00,0.3374688187897212,0
184,184,2016-09-04 07:20:00,0.3297198078270782,0
185,185,2016-09-04 07:25:00,0.3380737255699717,0
186,186,2016-09-04 07:30:00,0.3400497543871382,0
187,187,2016-09-04 07:35:00,0.3407942550400777,0
188,188,2016-09-04 07:40:00,0.3416783495646551,0
189,189,2016-09-04 07:45:00,0.3286278735365908,0
190,190,2016-09-04 07:50:00,0.3286961194298119,0
191,191,2016-09-04 07:55:00,0.3417714121467981,0
192,192,2016-09-04 08:00:00,0.3315593448567517,0
193,193,2016-09-04 08:05:00,0.3353749107035917,0
194,194,2016-09-04 08:10:00,0.3313484030056459,0
195,195,2016-09-04 08:15:00,0.3355610358668265,0
196,196,2016-09-04 08:20:00,0.3421436624732677,0
197,197,2016-09-04 08:25:00,0.3354431565968128,0
198,198,2016-09-04 08:30:00,0.3394696642947585,0
199,199,2016-09-04 08:35:00,0.3381667881521145,0
200,200,2016-09-04 08:40:00,0.3359332861932963,0
201,201,2016-09-04 08:45:00,0.3310226839697223,0
202,202,2016-09-04 08:50:00,0.3212759295882884,0
203,203,2016-09-04 08:55:00,0.3179008599611393,0
204,204,2016-09-04 09:00:00,0.3265804967410073,0
205,205,2016-09-04 09:05:00,0.3228114621847134,0
206,206,2016-09-04 09:10:00,0.3274180599750388,0
207,207,2016-09-04 09:15:00,0.3183196415792059,0
208,208,2016-09-04 09:20:00,0.3217412424958502,0
209,209,2016-09-04 09:25:00,0.3232302438017291,0
210,210,2016-09-04 09:30:00,0.3101549510847429,0
211,211,2016-09-04 09:35:00,0.314317950569131,0
212,212,2016-09-04 09:40:00,0.3058740723303412,0
213,213,2016-09-04 09:45:00,0.3103876075385238,0
214,214,2016-09-04 09:50:00,0.3069908233097504,0
215,215,2016-09-04 09:55:00,0.3000328442908031,0
216,216,2016-09-04 10:00:00,0.3029643156116996,0
217,217,2016-09-04 10:05:00,0.3098509466514944,0
218,218,2016-09-04 10:10:00,0.2994527541986335,0
219,219,2016-09-04 10:15:00,0.2962886264236409,0
220,220,2016-09-04 10:20:00,0.2977776277295198,0
221,221,2016-09-04 10:25:00,0.2976380338571463,0
222,222,2016-09-04 10:30:00,0.3040810665912138,0
223,223,2016-09-04 10:35:00,0.2956371883523189,0
224,224,2016-09-04 10:40:00,0.2983577178215843,0
225,225,2016-09-04 10:45:00,0.2968470019133456,0
226,226,2016-09-04 10:50:00,0.2871219621341666,0
227,227,2016-09-04 10:55:00,0.2914710867817894,0
228,228,2016-09-04 11:00:00,0.299545816780251,0
229,229,2016-09-04 11:05:00,0.2974270920054099,0
230,230,2016-09-04 11:10:00,0.2880525879503408,0
231,231,2016-09-04 11:15:00,0.3045246648971512,0
232,232,2016-09-04 11:20:00,0.3055483532944175,0
233,233,2016-09-04 11:25:00,0.3085480705088505,0
234,234,2016-09-04 11:30:00,0.3091312626874766,0
235,235,2016-09-04 11:35:00,0.3131081370086299,0
236,236,2016-09-04 11:40:00,0.3200412993388656,0
237,237,2016-09-04 11:45:00,0.3386786323512731,0
238,238,2016-09-04 11:50:00,0.3274863058682599,0
239,239,2016-09-04 11:55:00,0.3350243749797971,0
240,240,2016-09-04 12:00:00,0.3451216650850254,0
241,241,2016-09-04 12:05:00,0.3448890086312446,0
242,242,2016-09-04 12:10:00,0.3517539250682592,0
243,243,2016-09-04 12:15:00,0.3594315880514344,0
244,244,2016-09-04 12:20:00,0.3573128632774341,0
245,245,2016-09-04 12:25:00,0.3612680229959121,0
246,246,2016-09-04 12:30:00,0.3629214348623507,0
247,247,2016-09-04 12:35:00,0.3688774400858662,0
248,248,2016-09-04 12:40:00,0.3797874767383059,0
249,249,2016-09-04 12:45:00,0.3807181025544802,0
250,250,2016-09-04 12:50:00,0.3855356421959114,0
251,251,2016-09-04 12:55:00,0.3713901297900621,0
252,252,2016-09-04 13:00:00,0.3711791879379057,0
253,253,2016-09-04 13:05:00,0.3816735450585254,0
254,254,2016-09-04 13:10:00,0.3800914811715545,0
255,255,2016-09-04 13:15:00,0.372832599805395,0
256,256,2016-09-04 13:20:00,0.3897234583692211,0
257,257,2016-09-04 13:25:00,0.3870463581044653,0
258,258,2016-09-04 13:30:00,0.3841397034721753,0
259,259,2016-09-04 13:35:00,0.3809290444055859,0
260,260,2016-09-04 13:40:00,0.3826724167679209,0
261,261,2016-09-04 13:45:00,0.3971436482096937,0
262,262,2016-09-04 13:50:00,0.3890720202973737,0
263,263,2016-09-04 13:55:00,0.3758323170187771,0
264,264,2016-09-04 14:00:00,0.3620838716283192,1
265,265,2016-09-04 14:05:00,0.3767164115444053,1
266,266,2016-09-04 14:10:00,0.420316231032959,1
267,267,2016-09-04 14:15:00,0.3627104930112449,1
268,268,2016-09-04 14:20:00,0.3587336186900918,0
269,269,2016-09-04 14:25:00,0.3535221141195158,0
270,270,2016-09-04 14:30:00,0.3386538156623514,0
271,271,2016-09-04 14:35:00,0.340422004713608,0
272,272,2016-09-04 14:40:00,0.3374222874991752,0
273,273,2016-09-04 14:45:00,0.3409586656006374,0
274,274,2016-09-04 14:50:00,0.3370717517753805,0
275,275,2016-09-04 14:55:00,0.3151337992015381,0
276,276,2016-09-04 15:00:00,0.3283486857912131,0
277,277,2016-09-04 15:05:00,0.2996854106527297,0
278,278,2016-09-04 15:10:00,0.3077570385653649,0
279,279,2016-09-04 15:15:00,0.2934719322866167,0
280,280,2016-09-04 15:20:00,0.2801887998036155,0
281,281,2016-09-04 15:25:00,0.2787928610793541,0
282,282,2016-09-04 15:30:00,0.2797234868955284,0
283,283,2016-09-04 15:35:00,0.2618306545362705,0
284,284,2016-09-04 15:40:00,0.2584338703071818,0
285,285,2016-09-04 15:45:00,0.2401005417283381,0
286,286,2016-09-04 15:50:00,0.2566656812564507,0
287,287,2016-09-04 15:55:00,0.2170458381752966,0
288,288,2016-09-04 16:00:00,0.2225117138023287,0
289,289,2016-09-04 16:05:00,0.2146727423439996,0
290,290,2016-09-04 16:10:00,0.2042032019118918,0
291,291,2016-09-04 16:15:00,0.1957096902961518,0
292,292,2016-09-04 16:20:00,0.1946642872959687,0
293,293,2016-09-04 16:25:00,0.1893814347460826,0
294,294,2016-09-04 16:30:00,0.1795633323853072,0
295,295,2016-09-04 16:35:00,0.1759587083906238,0
296,296,2016-09-04 16:40:00,0.1619279731685417,0
297,297,2016-09-04 16:45:00,0.1566482227047445,0
298,298,2016-09-04 16:50:00,0.1545543146182998,0
299,299,2016-09-04 16:55:00,0.1441530200794025,0
300,300,2016-09-04 17:00:00,0.1480399339049747,0
301,301,2016-09-04 17:05:00,0.1410819548859223,0
302,302,2016-09-04 17:10:00,0.1345923908610986,0
303,303,2016-09-04 17:15:00,0.131242137922766,0
304,304,2016-09-04 17:20:00,0.1117672416760118,0
305,305,2016-09-04 17:25:00,0.1070923979927804,0
306,306,2016-09-04 17:30:00,0.1099059900436632,0
307,307,2016-09-04 17:35:00,0.1037173283660516,0
308,308,2016-09-04 17:40:00,0.0966911034537781,0
309,309,2016-09-04 17:45:00,0.0935983236580431,0
310,310,2016-09-04 17:50:00,0.090155008137988,0
311,311,2016-09-04 17:55:00,0.0879432207818449,0
312,312,2016-09-04 18:00:00,0.0872700681083731,0
313,313,2016-09-04 18:05:00,0.0796389364157439,0
314,314,2016-09-04 18:10:00,0.0760777416253599,0
315,315,2016-09-04 18:15:00,0.0783825915636459,0
316,316,2016-09-04 18:20:00,0.0718433941615042,0
317,317,2016-09-04 18:25:00,0.0746818029005731,0
318,318,2016-09-04 18:30:00,0.0715424918145022,0
319,319,2016-09-04 18:35:00,0.0659339202285348,0
320,320,2016-09-04 18:40:00,0.0709375850342516,0
321,321,2016-09-04 18:45:00,0.0680061137130399,0
322,322,2016-09-04 18:50:00,0.0674477382233353,0
323,323,2016-09-04 18:55:00,0.0646775753774876,0
324,324,2016-09-04 19:00:00,0.0595591333880036,0
325,325,2016-09-04 19:05:00,0.0638182975397302,0
326,326,2016-09-04 19:10:00,0.0566990100462595,0
327,327,2016-09-04 19:15:00,0.0582562572453595,0
328,328,2016-09-04 19:20:00,0.0569068498121695,0
329,329,2016-09-04 19:25:00,0.0534635342917993,0
330,330,2016-09-04 19:30:00,0.058792918132389,0
331,331,2016-09-04 19:35:00,0.0546051019601301,0
332,332,2016-09-04 19:40:00,0.0517201619294644,0
333,333,2016-09-04 19:45:00,0.0512083177303058,0
334,334,2016-09-04 19:50:00,0.0528120962210026,0
335,335,2016-09-04 19:55:00,0.0480441899553132,0
336,336,2016-09-04 20:00:00,0.0477650022109864,0
337,337,2016-09-04 20:05:00,0.0479976586647672,0
338,338,2016-09-04 20:10:00,0.0485095028639258,0
339,339,2016-09-04 20:15:00,0.0506716568432764,0
340,340,2016-09-04 20:20:00,0.0486490967366146,0
341,341,2016-09-04 20:25:00,0.0482054984306772,0
342,342,2016-09-04 20:30:00,0.0458106879964949,0
343,343,2016-09-04 20:35:00,0.0494153119911784,0
344,344,2016-09-04 20:40:00,0.0457641567059489,0
345,345,2016-09-04 20:45:00,0.0443434012932912,0
346,346,2016-09-04 20:50:00,0.0487886906082527,0
347,347,2016-09-04 20:55:00,0.0457641567059489,0
348,348,2016-09-04 21:00:00,0.0446939370170858,0
349,349,2016-09-04 21:05:00,0.0440890302368352,0
350,350,2016-09-04 21:10:00,0.0451127186351523,0
351,351,2016-09-04 21:15:00,0.045578031542714,0
352,352,2016-09-04 21:20:00,0.0438563737830543,0
353,353,2016-09-04 21:25:00,0.0452057812162443,0
354,354,2016-09-04 21:30:00,0.0459968131597298,0
355,355,2016-09-04 21:35:00,0.0467878451042661,0
356,356,2016-09-04 21:40:00,0.0476254083382975,0
357,357,2016-09-04 21:45:00,0.0520458809653881,0
358,358,2016-09-04 21:50:00,0.0486956280271606,0
359,359,2016-09-04 21:55:00,0.0511152551492138,0
360,360,2016-09-04 22:00:00,0.057396979408653,0
361,361,2016-09-04 22:05:00,0.0587681014445181,0
362,362,2016-09-04 22:10:00,0.062655015269775,0
363,363,2016-09-04 22:15:00,0.0627697924535422,0
364,364,2016-09-04 22:20:00,0.0630955114894659,0
365,365,2016-09-04 22:25:00,0.0716355543955942,0
366,366,2016-09-04 22:30:00,0.069377235748905,0
367,367,2016-09-04 22:35:00,0.0804299683592294,0
368,368,2016-09-04 22:40:00,0.0750540532270428,0
369,369,2016-09-04 22:45:00,0.0806378081240886,0
370,370,2016-09-04 22:50:00,0.0814288400686248,0
371,371,2016-09-04 22:55:00,0.0926211665505872,0
372,372,2016-09-04 23:00:00,0.0951555708571431,0
373,373,2016-09-04 23:05:00,0.1008106737334464,0
374,374,2016-09-04 23:10:00,0.1004849546978379,0
375,375,2016-09-04 23:15:00,0.1060221783041275,0
376,376,2016-09-04 23:20:00,0.1137929038693404,0
377,377,2016-09-04 23:25:00,0.1170718088283103,0
378,378,2016-09-04 23:30:00,0.1273800407855902,0
379,379,2016-09-04 23:35:00,0.134918109896707,0
380,380,2016-09-04 23:40:00,0.1368010761315206,0
381,381,2016-09-04 23:45:00,0.1389663321971177,0
382,382,2016-09-04 23:50:00,0.143759055150573,0
383,383,2016-09-04 23:55:00,0.1543681894550649,0
384,384,2016-09-05 00:00:00,0.1548086856747558,0
385,385,2016-09-05 00:05:00,0.1600915382245894,0
386,386,2016-09-05 00:10:00,0.1683492913002494,0
387,387,2016-09-05 00:15:00,0.1693264484072849,0
388,388,2016-09-05 00:20:00,0.1801930558542693,0
389,389,2016-09-05 00:25:00,0.1910565612152173,0
390,390,2016-09-05 00:30:00,0.1990599432344318,0
391,391,2016-09-05 00:35:00,0.2022240710094665,0
392,392,2016-09-05 00:40:00,0.2044110416775076,0
393,393,2016-09-05 00:45:00,0.2145796797623823,0
394,394,2016-09-05 00:50:00,0.220417805715884,0
395,395,2016-09-05 00:55:00,0.2292835676581462,0
396,396,2016-09-05 01:00:00,0.2423123290847965,0
397,397,2016-09-05 01:05:00,0.2430568297377359,0
398,398,2016-09-05 01:10:00,0.2676253512850524,0
399,399,2016-09-05 01:15:00,0.2597615631383272,0
400,400,2016-09-05 01:20:00,0.2807006440024589,0
401,401,2016-09-05 01:25:00,0.2989409099997902,0
402,402,2016-09-05 01:30:00,0.2840260802522901,0
403,403,2016-09-05 01:35:00,0.3027564758461048,0
404,404,2016-09-05 01:40:00,0.2926591857404561,0
405,405,2016-09-05 01:45:00,0.295053996174113,0
406,406,2016-09-05 01:50:00,0.3027564758461048,0
407,407,2016-09-05 01:55:00,0.3107133265744476,0
408,408,2016-09-05 02:00:00,0.3129933598238119,0
409,409,2016-09-05 02:05:00,0.3260438358529271,0
410,410,2016-09-05 02:10:00,0.3386538156623514,0
411,411,2016-09-05 02:15:00,0.3363737824129871,0
412,412,2016-09-05 02:20:00,0.3690170339585551,0
413,413,2016-09-05 02:25:00,0.335002660377122,0
414,414,2016-09-05 02:30:00,0.3549180528432518,0
415,415,2016-09-05 02:35:00,0.3603156825770627,0
416,416,2016-09-05 02:40:00,0.3538230164665177,0
417,417,2016-09-05 02:45:00,0.3513816747417895,0
418,418,2016-09-05 02:50:00,0.346682014370372,0
419,419,2016-09-05 02:55:00,0.356034803822661,0
420,420,2016-09-05 03:00:00,0.3564753000423518,0
421,421,2016-09-05 03:05:00,0.3662468711127073,0
422,422,2016-09-05 03:10:00,0.3528706760476684,0
423,423,2016-09-05 03:15:00,0.3517539250682592,0
424,424,2016-09-05 03:20:00,0.3497530795632218,0
425,425,2016-09-05 03:25:00,0.3533111722673592,0
426,426,2016-09-05 03:30:00,0.3308830900970334,0
427,427,2016-09-05 03:35:00,0.3388399408255863,0
428,428,2016-09-05 03:40:00,0.3306287190405774,0
429,429,2016-09-05 03:45:00,0.3501935757829126,0
430,430,2016-09-05 03:50:00,0.33400068658148,0
431,431,2016-09-05 03:55:00,0.3417031662535769,0
432,432,2016-09-05 04:00:00,0.3555446742261775,0
433,433,2016-09-05 04:05:00,0.3567793044756004,0
434,434,2016-09-05 04:10:00,0.3796944141561631,0
435,435,2016-09-05 04:15:00,0.3718089114070779,0
436,436,2016-09-05 04:20:00,0.3695040614687919,0
437,437,2016-09-05 04:25:00,0.3927697068742,0
438,438,2016-09-05 04:30:00,0.3905610216032526,0
439,439,2016-09-05 04:35:00,0.3851168605788957,0
440,440,2016-09-05 04:40:00,0.4027522197956612,0
441,441,2016-09-05 04:45:00,0.3890937349000488,0
442,442,2016-09-05 04:50:00,0.3985861182250266,0
443,443,2016-09-05 04:55:00,0.3963526162662083,0
444,444,2016-09-05 05:00:00,0.3863018574515259,0
445,445,2016-09-05 05:05:00,0.3842327660532674,0
446,446,2016-09-05 05:10:00,0.3830229524927662,0
447,447,2016-09-05 05:15:00,0.3829764212011694,0
448,448,2016-09-05 05:20:00,0.3753918207990862,0
449,449,2016-09-05 05:25:00,0.3846732622729583,0
450,450,2016-09-05 05:30:00,0.3803241376253353,0
451,451,2016-09-05 05:35:00,0.3866275764874497,0
452,452,2016-09-05 05:40:00,0.3648292177862961,0
453,453,2016-09-05 05:45:00,0.3730869708618511,0
454,454,2016-09-05 05:50:00,0.3746690347488219,0
455,455,2016-09-05 05:55:00,0.3791608553553802,0
456,456,2016-09-05 06:00:00,0.3715049069738293,0
457,457,2016-09-05 06:05:00,0.3605700536335187,0
458,458,2016-09-05 06:10:00,0.3657350269135488,0
459,459,2016-09-05 06:15:00,0.3586157394200781,0
460,460,2016-09-05 06:20:00,0.3567544877877295,0
461,461,2016-09-05 06:25:00,0.3749947537847456,0
462,462,2016-09-05 06:30:00,0.3663864649853961,0
463,463,2016-09-05 06:35:00,0.3645034987503724,0
464,464,2016-09-05 06:40:00,0.3656202497297815,0
465,465,2016-09-05 06:45:00,0.3641994943171238,0
466,466,2016-09-05 06:50:00,0.3487759224565014,0
467,467,2016-09-05 06:55:00,0.3566148939150407,0
468,468,2016-09-05 07:00:00,0.3558486786594261,0
469,469,2016-09-05 07:05:00,0.3424941981970623,0
470,470,2016-09-05 07:10:00,0.3689922172706841,0
471,471,2016-09-05 07:15:00,0.3554050803534887,0
472,472,2016-09-05 07:20:00,0.3551507092970327,0
473,473,2016-09-05 07:25:00,0.3493560125488812,0
474,474,2016-09-05 07:30:00,0.3493808292367521,0
475,475,2016-09-05 07:35:00,0.3368173807189245,0
476,476,2016-09-05 07:40:00,0.3411447907638723,0
477,477,2016-09-05 07:45:00,0.3446811688653345,0
478,478,2016-09-05 07:50:00,0.3419110060194869,0
479,479,2016-09-05 07:55:00,0.3421219478705926,0
480,480,2016-09-05 08:00:00,0.3306287190405774,0
481,481,2016-09-05 08:05:00,0.3440049141056163,0
482,482,2016-09-05 08:10:00,0.3313732196935168,0
483,483,2016-09-05 08:15:00,0.3467502602635932,0
484,484,2016-09-05 08:20:00,0.3450068879012583,0
485,485,2016-09-05 08:25:00,0.3290466551536065,0
486,486,2016-09-05 08:30:00,0.3412595679476394,0
487,487,2016-09-05 08:35:00,0.342866448523532,0
488,488,2016-09-05 08:40:00,0.3481710156762509,0
489,489,2016-09-05 08:45:00,0.3385607530812594,0
490,490,2016-09-05 08:50:00,0.3388182262229111,0
491,491,2016-09-05 08:55:00,0.3367708494273277,0
492,492,2016-09-05 09:00:00,0.3380489088821009,0
493,493,2016-09-05 09:05:00,0.3246013658375942,0
494,494,2016-09-05 09:10:00,0.3420754165800466,0
495,495,2016-09-05 09:15:00,0.3326978104388359,0
496,496,2016-09-05 09:20:00,0.3380489088821009,0
497,497,2016-09-05 09:25:00,0.3336067216523351,0
498,498,2016-09-05 09:30:00,0.3329769981842137,0
